CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME,INSTANCE,TYPE,TYPE_ENCODED
52,0.2631578947368421,0.32926829268292684,0.2,0.21386430678466076,0.23185840707964603,0.02654867256637168,C101,C,0
53,0.2631578947368421,0.3902439024390244,0.2,0.26902654867256637,0.28584070796460176,0.02654867256637168,C101,C,0
54,0.4631578947368421,0.024390243902439025,0.4,0.08436578171091445,0.10235988200589971,0.02654867256637168,C101,C,0
55,0.4421052631578947,0.08536585365853659,0.8,0.05486725663716814,0.07581120943952803,0.02654867256637168,C101,C,0
56,0.4421052631578947,0.14634146341463414,0.2,0.028023598820058997,0.04660766961651917,0.02654867256637168,C101,C,0
57,0.42105263157894735,0.024390243902439025,0.6,0.11356932153392331,0.12861356932153392,0.02654867256637168,C101,C,0
58,0.42105263157894735,0.14634146341463414,0.8,0.01032448377581121,0.02566371681415929,0.02654867256637168,C101,C,0
59,0.4,0.024390243902439025,0.6,0.13893805309734514,0.15752212389380532,0.02654867256637168,C101,C,0
60,0.4,0.14634146341463414,0.2,0.1920353982300885,0.2182890855457227,0.02654867256637168,C101,C,0
61,0.3684210526315789,0.024390243902439025,0.4,0.1657817109144543,0.1855457227138643,0.02654867256637168,C101,C,0
62,0.5263157894736842,0.32926829268292684,0.2,0.15663716814159293,0.17994100294985252,0.02654867256637168,C101,C,0
63,0.5263157894736842,0.3902439024390244,0.4,0.07728613569321534,0.09351032448377582,0.02654867256637168,C101,C,0
64,0.5263157894736842,0.45121951219512196,1.0,0.050442477876106194,0.06430678466076696,0.02654867256637168,C101,C,0
65,0.5052631578947369,0.32926829268292684,0.2,0.1864306784660767,0.20442477876106194,0.02654867256637168,C101,C,0
66,0.5052631578947369,0.45121951219512196,0.2,0.022418879056047197,0.03805309734513274,0.02654867256637168,C101,C,0
67,0.49473684210526314,0.3902439024390244,0.2,0.24365781710914455,0.2581120943952802,0.02654867256637168,C101,C,0
68,0.49473684210526314,0.45121951219512196,0.2,0.0035398230088495575,0.02271386430678466,0.02654867256637168,C101,C,0
69,0.47368421052631576,0.32926829268292684,0.2,0.21651917404129795,0.22920353982300884,0.02654867256637168,C101,C,0
70,0.47368421052631576,0.3902439024390244,0.2,0.27020648967551625,0.28584070796460176,0.02654867256637168,C101,C,0
71,1.0,0.32926829268292684,0.6,0.11415929203539824,0.13451327433628318,0.02654867256637168,C101,C,0
72,1.0,0.3902439024390244,0.4,0.0864306784660767,0.10619469026548672,0.02654867256637168,C101,C,0
73,0.5578947368421052,0.32926829268292684,0.2,0.13274336283185842,0.14896755162241887,0.02654867256637168,C101,C,0
74,0.968421052631579,0.32926829268292684,0.2,0.1410029498525074,0.1625368731563422,0.02654867256637168,C101,C,0
75,0.5578947368421052,0.3902439024390244,1.0,0.10412979351032449,0.1215339233038348,0.02654867256637168,C101,C,0
76,0.47368421052631576,0.7560975609756098,0.4,0.29410029498525075,0.31504424778761064,0.02654867256637168,C101,C,0
77,0.9473684210526315,0.3902439024390244,0.2,0.059882005899705014,0.07669616519174041,0.02654867256637168,C101,C,0
78,0.9263157894736842,0.32926829268292684,0.2,0.16932153392330385,0.1896755162241888,0.02654867256637168,C101,C,0
79,0.9263157894736842,0.3902439024390244,0.4,0.03215339233038348,0.05014749262536873,0.02654867256637168,C101,C,0
80,0.9157894736842105,0.32926829268292684,0.2,0.19705014749262537,0.21563421828908555,0.02654867256637168,C101,C,0
81,0.8947368421052632,0.2682926829268293,0.2,0.22684365781710913,0.24188790560471976,0.02654867256637168,C101,C,0
82,0.8947368421052632,0.3902439024390244,0.6,0.013864306784660767,0.03657817109144543,0.02654867256637168,C101,C,0
83,0.7894736842105263,0.6341463414634146,0.4,0.1088495575221239,0.12389380530973451,0.02654867256637168,C101,C,0
84,0.7578947368421053,0.6341463414634146,0.2,0.07817109144542773,0.09970501474926254,0.02654867256637168,C101,C,0
85,0.7368421052631579,0.6707317073170732,0.4,0.13510324483775812,0.15427728613569322,0.02654867256637168,C101,C,0
86,0.7157894736842105,0.6951219512195121,0.6,0.16371681415929204,0.18053097345132743,0.02654867256637168,C101,C,0
87,0.6947368421052632,0.6341463414634146,0.2,0.05103244837758112,0.07020648967551622,0.02654867256637168,C101,C,0
88,0.6842105263157895,0.6341463414634146,0.4,0.025073746312684365,0.04247787610619469,0.02654867256637168,C101,C,0
89,0.6842105263157895,0.6951219512195121,0.6,0.1902654867256637,0.2088495575221239,0.02654867256637168,C101,C,0
90,0.6631578947368421,0.6707317073170732,0.2,0.21740412979351031,0.23657817109144544,0.02654867256637168,C101,C,0
91,0.631578947368421,0.6341463414634146,0.2,0.0058997050147492625,0.024778761061946902,0.02654867256637168,C101,C,0
92,0.631578947368421,0.6951219512195121,0.2,0.24660766961651917,0.2622418879056047,0.02654867256637168,C101,C,0
93,0.7052631578947368,1.0,0.4,0.10855457227138643,0.13008849557522123,0.02654867256637168,C101,C,0
94,0.6842105263157895,1.0,0.8,0.140117994100295,0.1528023598820059,0.02654867256637168,C101,C,0
95,0.6842105263157895,0.9634146341463414,0.2,0.084070796460177,0.09911504424778761,0.02654867256637168,C101,C,0
96,0.6526315789473685,0.9390243902439024,0.6,0.05781710914454277,0.0705014749262537,0.02654867256637168,C101,C,0
97,0.631578947368421,0.9390243902439024,0.2,0.028023598820058997,0.04601769911504425,0.02654867256637168,C101,C,0
98,0.631578947368421,1.0,0.6,0.1654867256637168,0.18348082595870208,0.02654867256637168,C101,C,0
99,0.6105263157894737,0.8780487804878049,0.4,0.008849557522123894,0.024778761061946902,0.02654867256637168,C101,C,0
100,0.5789473684210527,0.9390243902439024,0.2,0.2191740412979351,0.24188790560471976,0.02654867256637168,C101,C,0
101,0.5789473684210527,1.0,0.4,0.19085545722713865,0.21415929203539824,0.02654867256637168,C101,C,0
1,0.42105263157894735,0.573170731707317,0.0,0.0,0.36460176991150445,0.0,C102,C,0
2,0.47368421052631576,0.7926829268292683,0.2,0.0,0.33244837758112095,0.02654867256637168,C102,C,0
3,0.47368421052631576,0.8170731707317073,0.6,0.0,0.33185840707964603,0.02654867256637168,C102,C,0
4,0.4421052631578947,0.7682926829268293,0.2,0.0,0.33303834808259586,0.02654867256637168,C102,C,0
5,0.4421052631578947,0.7926829268292683,0.2,0.2144542772861357,0.23067846607669618,0.02654867256637168,C102,C,0
6,0.4421052631578947,0.7560975609756098,0.2,0.0,0.3333333333333333,0.02654867256637168,C102,C,0
7,0.42105263157894735,0.8048780487804879,0.4,0.1831858407079646,0.20707964601769913,0.02654867256637168,C102,C,0
8,0.42105263157894735,0.7682926829268293,0.4,0.0,0.3333333333333333,0.02654867256637168,C102,C,0
9,0.4,0.7926829268292683,0.4,0.0752212389380531,0.09557522123893805,0.02654867256637168,C102,C,0
10,0.4,0.8170731707317073,0.2,0.15752212389380532,0.17846607669616518,0.02654867256637168,C102,C,0
11,0.3684210526315789,0.7682926829268293,0.2,0.10530973451327434,0.12094395280235988,0.02654867256637168,C102,C,0
12,0.3684210526315789,0.8048780487804879,0.2,0.13215339233038348,0.14896755162241887,0.02654867256637168,C102,C,0
13,0.2631578947368421,1.0,0.4,0.0,0.32654867256637166,0.02654867256637168,C102,C,0
14,0.23157894736842105,0.8780487804878049,0.6,0.008849557522123894,0.027138643067846607,0.02654867256637168,C102,C,0
15,0.23157894736842105,1.0,0.2,0.1672566371681416,0.18289085545722714,0.02654867256637168,C102,C,0
16,0.21052631578947367,0.9390243902439024,0.8,0.11327433628318584,0.12654867256637167,0.02654867256637168,C102,C,0
17,0.21052631578947367,1.0,0.8,0.140117994100295,0.15575221238938053,0.02654867256637168,C102,C,0
18,0.18947368421052632,0.8780487804878049,0.4,0.02920353982300885,0.04365781710914454,0.02654867256637168,C102,C,0
19,0.15789473684210525,0.8780487804878049,0.4,0.0528023598820059,0.07492625368731563,0.02654867256637168,C102,C,0
20,0.15789473684210525,0.9390243902439024,0.2,0.08200589970501475,0.10176991150442478,0.02654867256637168,C102,C,0
21,0.3157894736842105,0.573170731707317,0.2,0.0029498525073746312,0.021533923303834808,0.02654867256637168,C102,C,0
22,0.3157894736842105,0.5975609756097561,0.4,0.0,0.33480825958702065,0.02654867256637168,C102,C,0
23,0.29473684210526313,0.5975609756097561,0.4,0.23952802359882006,0.2604719764011799,0.02654867256637168,C102,C,0
24,0.29473684210526313,0.6341463414634146,0.2,0.215929203539823,0.22920353982300884,0.02654867256637168,C102,C,0
25,0.2631578947368421,0.573170731707317,0.2,0.019174041297935103,0.04247787610619469,0.02654867256637168,C102,C,0
26,0.2631578947368421,0.5975609756097561,0.8,0.04985250737463127,0.06607669616519174,0.02654867256637168,C102,C,0
27,0.2631578947368421,0.6341463414634146,0.2,0.0,0.3333333333333333,0.02654867256637168,C102,C,0
28,0.24210526315789474,0.5975609756097561,0.2,0.07699115044247788,0.09321533923303835,0.02654867256637168,C102,C,0
29,0.24210526315789474,0.6341463414634146,0.4,0.16106194690265488,0.17492625368731562,0.02654867256637168,C102,C,0
30,0.21052631578947367,0.573170731707317,0.2,0.1056047197640118,0.11946902654867257,0.02654867256637168,C102,C,0
31,0.21052631578947367,0.6341463414634146,0.2,0.13244837758112094,0.1486725663716814,0.02654867256637168,C102,C,0
32,0.10526315789473684,0.3902439024390244,0.4,0.0,0.328023598820059,0.02654867256637168,C102,C,0
33,0.10526315789473684,0.45121951219512196,0.6,0.009144542772861357,0.029498525073746312,0.02654867256637168,C102,C,0
34,0.08421052631578947,0.45121951219512196,0.8,0.02566371681415929,0.04660766961651917,0.02654867256637168,C102,C,0
35,0.08421052631578947,0.5121951219512195,0.4,0.0,0.32831858407079645,0.02654867256637168,C102,C,0
36,0.05263157894736842,0.3902439024390244,0.2,0.08348082595870207,0.10147492625368731,0.02654867256637168,C102,C,0
37,0.05263157894736842,0.5121951219512195,0.2,0.19616519174041297,0.2112094395280236,0.02654867256637168,C102,C,0
38,0.021052631578947368,0.45121951219512196,0.4,0.0,0.3262536873156342,0.02654867256637168,C102,C,0
39,0.0,0.45121951219512196,0.6,0.14129793510324484,0.15398230088495576,0.02654867256637168,C102,C,0
40,0.0,0.5121951219512195,0.4,0.1672566371681416,0.184070796460177,0.02654867256637168,C102,C,0
41,0.3684210526315789,0.32926829268292684,0.2,0.07787610619469026,0.09469026548672567,0.02654867256637168,C102,C,0
42,0.3684210526315789,0.35365853658536583,0.2,0.04896755162241888,0.06932153392330384,0.02654867256637168,C102,C,0
43,0.3473684210526316,0.35365853658536583,0.4,0.020058997050147492,0.043952802359882005,0.02654867256637168,C102,C,0
44,0.3473684210526316,0.3902439024390244,0.2,0.00471976401179941,0.02359882005899705,0.02654867256637168,C102,C,0
45,0.3368421052631579,0.32926829268292684,0.2,0.10589970501474927,0.1215339233038348,0.02654867256637168,C102,C,0
46,0.3157894736842105,0.32926829268292684,0.2,0.15958702064896754,0.17699115044247787,0.02654867256637168,C102,C,0
47,0.3157894736842105,0.35365853658536583,0.6,0.13215339233038348,0.15014749262536872,0.02654867256637168,C102,C,0
48,0.3157894736842105,0.3902439024390244,0.2,0.31091445427728615,0.33244837758112095,0.02654867256637168,C102,C,0
49,0.29473684210526313,0.32926829268292684,0.2,0.0,0.3309734513274336,0.02654867256637168,C102,C,0
50,0.29473684210526313,0.3902439024390244,0.2,0.2952802359882006,0.3144542772861357,0.02654867256637168,C102,C,0
51,0.2736842105263158,0.35365853658536583,0.2,0.0,0.33126843657817107,0.02654867256637168,C102,C,0
52,0.2631578947368421,0.32926829268292684,0.2,0.21386430678466076,0.23185840707964603,0.02654867256637168,C102,C,0
53,0.2631578947368421,0.3902439024390244,0.2,0.0,0.3315634218289086,0.02654867256637168,C102,C,0
54,0.4631578947368421,0.024390243902439025,0.4,0.08436578171091445,0.10235988200589971,0.02654867256637168,C102,C,0
55,0.4421052631578947,0.08536585365853659,0.8,0.05486725663716814,0.07581120943952803,0.02654867256637168,C102,C,0
56,0.4421052631578947,0.14634146341463414,0.2,0.028023598820058997,0.04660766961651917,0.02654867256637168,C102,C,0
57,0.42105263157894735,0.024390243902439025,0.6,0.11356932153392331,0.12861356932153392,0.02654867256637168,C102,C,0
58,0.42105263157894735,0.14634146341463414,0.8,0.01032448377581121,0.02566371681415929,0.02654867256637168,C102,C,0
59,0.4,0.024390243902439025,0.6,0.13893805309734514,0.15752212389380532,0.02654867256637168,C102,C,0
60,0.4,0.14634146341463414,0.2,0.0,0.3274336283185841,0.02654867256637168,C102,C,0
61,0.3684210526315789,0.024390243902439025,0.4,0.1657817109144543,0.1855457227138643,0.02654867256637168,C102,C,0
62,0.5263157894736842,0.32926829268292684,0.2,0.15663716814159293,0.17994100294985252,0.02654867256637168,C102,C,0
63,0.5263157894736842,0.3902439024390244,0.4,0.07728613569321534,0.09351032448377582,0.02654867256637168,C102,C,0
64,0.5263157894736842,0.45121951219512196,1.0,0.050442477876106194,0.06430678466076696,0.02654867256637168,C102,C,0
65,0.5052631578947369,0.32926829268292684,0.2,0.1864306784660767,0.20442477876106194,0.02654867256637168,C102,C,0
66,0.5052631578947369,0.45121951219512196,0.2,0.022418879056047197,0.03805309734513274,0.02654867256637168,C102,C,0
67,0.49473684210526314,0.3902439024390244,0.2,0.24365781710914455,0.2581120943952802,0.02654867256637168,C102,C,0
68,0.49473684210526314,0.45121951219512196,0.2,0.0035398230088495575,0.02271386430678466,0.02654867256637168,C102,C,0
69,0.47368421052631576,0.32926829268292684,0.2,0.21651917404129795,0.22920353982300884,0.02654867256637168,C102,C,0
70,0.47368421052631576,0.3902439024390244,0.2,0.27020648967551625,0.28584070796460176,0.02654867256637168,C102,C,0
71,1.0,0.32926829268292684,0.6,0.11415929203539824,0.13451327433628318,0.02654867256637168,C102,C,0
72,1.0,0.3902439024390244,0.4,0.0864306784660767,0.10619469026548672,0.02654867256637168,C102,C,0
73,0.5578947368421052,0.32926829268292684,0.2,0.0,0.3309734513274336,0.02654867256637168,C102,C,0
74,0.968421052631579,0.32926829268292684,0.2,0.1410029498525074,0.1625368731563422,0.02654867256637168,C102,C,0
75,0.5578947368421052,0.3902439024390244,1.0,0.10412979351032449,0.1215339233038348,0.02654867256637168,C102,C,0
76,0.47368421052631576,0.7560975609756098,0.4,0.0,0.3333333333333333,0.02654867256637168,C102,C,0
77,0.9473684210526315,0.3902439024390244,0.2,0.059882005899705014,0.07669616519174041,0.02654867256637168,C102,C,0
78,0.9263157894736842,0.32926829268292684,0.2,0.16932153392330385,0.1896755162241888,0.02654867256637168,C102,C,0
79,0.9263157894736842,0.3902439024390244,0.4,0.03215339233038348,0.05014749262536873,0.02654867256637168,C102,C,0
80,0.9157894736842105,0.32926829268292684,0.2,0.19705014749262537,0.21563421828908555,0.02654867256637168,C102,C,0
81,0.8947368421052632,0.2682926829268293,0.2,0.22684365781710913,0.24188790560471976,0.02654867256637168,C102,C,0
82,0.8947368421052632,0.3902439024390244,0.6,0.013864306784660767,0.03657817109144543,0.02654867256637168,C102,C,0
83,0.7894736842105263,0.6341463414634146,0.4,0.0,0.3274336283185841,0.02654867256637168,C102,C,0
84,0.7578947368421053,0.6341463414634146,0.2,0.0,0.32831858407079645,0.02654867256637168,C102,C,0
85,0.7368421052631579,0.6707317073170732,0.4,0.13510324483775812,0.15427728613569322,0.02654867256637168,C102,C,0
86,0.7157894736842105,0.6951219512195121,0.6,0.0,0.3292035398230089,0.02654867256637168,C102,C,0
87,0.6947368421052632,0.6341463414634146,0.2,0.05103244837758112,0.07020648967551622,0.02654867256637168,C102,C,0
88,0.6842105263157895,0.6341463414634146,0.4,0.025073746312684365,0.04247787610619469,0.02654867256637168,C102,C,0
89,0.6842105263157895,0.6951219512195121,0.6,0.1902654867256637,0.2088495575221239,0.02654867256637168,C102,C,0
90,0.6631578947368421,0.6707317073170732,0.2,0.21740412979351031,0.23657817109144544,0.02654867256637168,C102,C,0
91,0.631578947368421,0.6341463414634146,0.2,0.0058997050147492625,0.024778761061946902,0.02654867256637168,C102,C,0
92,0.631578947368421,0.6951219512195121,0.2,0.0,0.33126843657817107,0.02654867256637168,C102,C,0
93,0.7052631578947368,1.0,0.4,0.10855457227138643,0.13008849557522123,0.02654867256637168,C102,C,0
94,0.6842105263157895,1.0,0.8,0.140117994100295,0.1528023598820059,0.02654867256637168,C102,C,0
95,0.6842105263157895,0.9634146341463414,0.2,0.0,0.32595870206489674,0.02654867256637168,C102,C,0
96,0.6526315789473685,0.9390243902439024,0.6,0.0,0.32684365781710917,0.02654867256637168,C102,C,0
97,0.631578947368421,0.9390243902439024,0.2,0.0,0.3271386430678466,0.02654867256637168,C102,C,0
98,0.631578947368421,1.0,0.6,0.1654867256637168,0.18348082595870208,0.02654867256637168,C102,C,0
99,0.6105263157894737,0.8780487804878049,0.4,0.0,0.32890855457227136,0.02654867256637168,C102,C,0
100,0.5789473684210527,0.9390243902439024,0.2,0.2191740412979351,0.24188790560471976,0.02654867256637168,C102,C,0
101,0.5789473684210527,1.0,0.4,0.19085545722713865,0.21415929203539824,0.02654867256637168,C102,C,0
1,0.42105263157894735,0.573170731707317,0.0,0.0,0.36460176991150445,0.0,C103,C,0
2,0.47368421052631576,0.7926829268292683,0.2,0.0,0.33244837758112095,0.02654867256637168,C103,C,0
3,0.47368421052631576,0.8170731707317073,0.6,0.0,0.33185840707964603,0.02654867256637168,C103,C,0
4,0.4421052631578947,0.7682926829268293,0.2,0.0,0.33303834808259586,0.02654867256637168,C103,C,0
5,0.4421052631578947,0.7926829268292683,0.2,0.2144542772861357,0.23067846607669618,0.02654867256637168,C103,C,0
6,0.4421052631578947,0.7560975609756098,0.2,0.0,0.3333333333333333,0.02654867256637168,C103,C,0
7,0.42105263157894735,0.8048780487804879,0.4,0.1831858407079646,0.20707964601769913,0.02654867256637168,C103,C,0
8,0.42105263157894735,0.7682926829268293,0.4,0.0,0.3333333333333333,0.02654867256637168,C103,C,0
9,0.4,0.7926829268292683,0.4,0.0752212389380531,0.09557522123893805,0.02654867256637168,C103,C,0
10,0.4,0.8170731707317073,0.2,0.15752212389380532,0.17846607669616518,0.02654867256637168,C103,C,0
11,0.3684210526315789,0.7682926829268293,0.2,0.10530973451327434,0.12094395280235988,0.02654867256637168,C103,C,0
12,0.3684210526315789,0.8048780487804879,0.2,0.13215339233038348,0.14896755162241887,0.02654867256637168,C103,C,0
13,0.2631578947368421,1.0,0.4,0.0,0.32654867256637166,0.02654867256637168,C103,C,0
14,0.23157894736842105,0.8780487804878049,0.6,0.008849557522123894,0.027138643067846607,0.02654867256637168,C103,C,0
15,0.23157894736842105,1.0,0.2,0.0,0.3262536873156342,0.02654867256637168,C103,C,0
16,0.21052631578947367,0.9390243902439024,0.8,0.11327433628318584,0.12654867256637167,0.02654867256637168,C103,C,0
17,0.21052631578947367,1.0,0.8,0.0,0.32595870206489674,0.02654867256637168,C103,C,0
18,0.18947368421052632,0.8780487804878049,0.4,0.02920353982300885,0.04365781710914454,0.02654867256637168,C103,C,0
19,0.15789473684210525,0.8780487804878049,0.4,0.0,0.3274336283185841,0.02654867256637168,C103,C,0
20,0.15789473684210525,0.9390243902439024,0.2,0.0,0.3262536873156342,0.02654867256637168,C103,C,0
21,0.3157894736842105,0.573170731707317,0.2,0.0,0.3351032448377581,0.02654867256637168,C103,C,0
22,0.3157894736842105,0.5975609756097561,0.4,0.0,0.33480825958702065,0.02654867256637168,C103,C,0
23,0.29473684210526313,0.5975609756097561,0.4,0.23952802359882006,0.2604719764011799,0.02654867256637168,C103,C,0
24,0.29473684210526313,0.6341463414634146,0.2,0.215929203539823,0.22920353982300884,0.02654867256637168,C103,C,0
25,0.2631578947368421,0.573170731707317,0.2,0.0,0.33362831858407077,0.02654867256637168,C103,C,0
26,0.2631578947368421,0.5975609756097561,0.8,0.04985250737463127,0.06607669616519174,0.02654867256637168,C103,C,0
27,0.2631578947368421,0.6341463414634146,0.2,0.0,0.3333333333333333,0.02654867256637168,C103,C,0
28,0.24210526315789474,0.5975609756097561,0.2,0.07699115044247788,0.09321533923303835,0.02654867256637168,C103,C,0
29,0.24210526315789474,0.6341463414634146,0.4,0.0,0.3327433628318584,0.02654867256637168,C103,C,0
30,0.21052631578947367,0.573170731707317,0.2,0.0,0.3321533923303835,0.02654867256637168,C103,C,0
31,0.21052631578947367,0.6341463414634146,0.2,0.13244837758112094,0.1486725663716814,0.02654867256637168,C103,C,0
32,0.10526315789473684,0.3902439024390244,0.4,0.0,0.328023598820059,0.02654867256637168,C103,C,0
33,0.10526315789473684,0.45121951219512196,0.6,0.0,0.3286135693215339,0.02654867256637168,C103,C,0
34,0.08421052631578947,0.45121951219512196,0.8,0.02566371681415929,0.04660766961651917,0.02654867256637168,C103,C,0
35,0.08421052631578947,0.5121951219512195,0.4,0.0,0.32831858407079645,0.02654867256637168,C103,C,0
36,0.05263157894736842,0.3902439024390244,0.2,0.08348082595870207,0.10147492625368731,0.02654867256637168,C103,C,0
37,0.05263157894736842,0.5121951219512195,0.2,0.19616519174041297,0.2112094395280236,0.02654867256637168,C103,C,0
38,0.021052631578947368,0.45121951219512196,0.4,0.0,0.3262536873156342,0.02654867256637168,C103,C,0
39,0.0,0.45121951219512196,0.6,0.14129793510324484,0.15398230088495576,0.02654867256637168,C103,C,0
40,0.0,0.5121951219512195,0.4,0.1672566371681416,0.184070796460177,0.02654867256637168,C103,C,0
41,0.3684210526315789,0.32926829268292684,0.2,0.07787610619469026,0.09469026548672567,0.02654867256637168,C103,C,0
42,0.3684210526315789,0.35365853658536583,0.2,0.04896755162241888,0.06932153392330384,0.02654867256637168,C103,C,0
43,0.3473684210526316,0.35365853658536583,0.4,0.020058997050147492,0.043952802359882005,0.02654867256637168,C103,C,0
44,0.3473684210526316,0.3902439024390244,0.2,0.0,0.33303834808259586,0.02654867256637168,C103,C,0
45,0.3368421052631579,0.32926829268292684,0.2,0.10589970501474927,0.1215339233038348,0.02654867256637168,C103,C,0
